Unique number,"Возраст, полных лет",Гражданство,Стаж вождения,Пол,КБМ,Город,Марка,Модель,Тип ТС ,Год выпуска,Расположение руля,Объём двигателя,Цвет,Период страхования,Страховая премия,Льготы,Дата проишествия,Регион ДТП,Сумма убытка
17221b1a1bb397a5606529f1aad8dead,43,Казахстан,12,М,6,"Атбасар,Атбасар",Jetta,Volkswagen,Легковые автомобили,01/12/1991,Слева,1500,темно-синий,27.06.2013-26.12.2013,3403,,,,
1767a926de1d9df7855c14c86c297d23,44,Казахстан,16,М,8,Кокшетау,Passat,Volkswagen,Легковые автомобили,01/12/1993,Слева,1781,синий,31.05.2013-30.05.2014,7486,,,,
177472c16b0dd514d52a791093b9d2a0,29,Казахстан,13,М,5,"Конысбай,Конысбай",Passat,Volkswagen,Легковые автомобили,01/12/1991,Слева,1781,красный,21.06.2013-20.12.2013,4729,,,,
186007bc62c17bf856bc9dfa44c7010b,72,Казахстан,18,М,9,Костанай,VW 35 I,Volkswagen,Легковые автомобили,01/12/1994,Слева,1781,вишневый,23.06.2013-22.06.2014,5161,Инвалид ,,,
18695e20417a60a225b3e69850f28727,64,Казахстан,19,М,9,Кокшетау,VW,Volkswagen,Легковые автомобили,01/12/1989,Слева,2465,белый,21.06.2013-20.06.2014,6987,,,,
18acb71d4a2c42ace4e8c0b526f1a294,63,Казахстан,15,М,8,Балкашино,Vento,Volkswagen,Легковые автомобили,01/01/1993,Слева,1600,темно-серый металлик архивный,18.06.2013-17.06.2014,5988,,,,
18d3d1956be4d9d821b995c10b4ec662,47,Казахстан,26,М,7,Актобе,Sharan,Volkswagen,Легковые автомобили,01/12/2002,Слева,1984,серебристый,21.06.2013-20.06.2014,8166,,,,
1973b9c702a976d41ad9de690305037f,28,Казахстан,10,М,6,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/1989,Слева,1272,белый,09.06.2013-08.06.2014,10767,,,,
1973b9c702a976d41ad9de690305037f,28,Казахстан,10,М,6,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/1989,Слева,1272,белый,29.06.2013-08.06.2014,10177,,11/05/2014,Алматы,600459
19796689a7ab76f7bb33ea7064ecd02c,44,Казахстан,15,М,9,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/1995,Слева,1760,серебристый металлик архивный,02.06.2013-01.06.2014,16786,,,,
1983856ba2c305782ae4095060ca30f2,46,Казахстан,10,М,6,Нур-Султан,Golf,Volkswagen,Легковые автомобили,01/12/1992,Слева,1800,синий,25.05.2013-24.05.2014,6787,,,,
19eca011fcdc86639328e24239cc0c44,50,Казахстан,34,М,9,Петропавловск,.,Volkswagen,Легковые автомобили,01/01/1995,Слева,1781,серый,02.07.2013-01.07.2014,7039,,,,
1a1e90a8be22640ccdb723ebd4b0f6b1,43,Казахстан,14,М,7,Петропавловск,Passat,Volkswagen,Легковые автомобили,01/12/1995,Слева,1995,голубой металлик,20.06.2013-19.06.2014,8548,,,,
1a6bff44d3dc047005d3fff407bb97db,34,Казахстан,15,М,6,Костанай,Vw 1hxo,Volkswagen,Легковые автомобили,01/01/1996,Слева,1595,зелёный металлик,02.06.2013-01.12.2013,6283,,,,
1b520dedaaddcfdeb337e949eb121bb7,31,Казахстан,10,Ж,3,Алматы,New beetle,Volkswagen,Легковые автомобили,01/12/1999,Слева,1987,серебристый металлик архивный,30.06.2013-29.06.2014,22381,,,,
1b99ebe26f581ad0281fc8a779cbc895,52,Казахстан,35,М,9,Нур-Султан,.,Volkswagen,Легковые автомобили,01/12/1996,Слева,2000,зелёный,02.06.2013-01.06.2014,11644,,,,
1bc367a1657deeec0a4acd2eea259c76,49,Казахстан,21,М,9,Беловодское,VW 70xob,Volkswagen,Легковые автомобили,01/12/1992,Слева,1800,синий металлик,06.06.2013-05.06.2014,10644,,,,
1c8d5fab5058d2c43531c40ee79b6a53,45,Казахстан,13,Ж,9,Алматы,Passat,Volkswagen,Легковые автомобили,01/12/2002,Слева,1781,черный,27.05.2013-26.05.2014,8075,,23/04/2014,Алматы,313781
1ca9a8b6c8e2fe68d6b9e3cd35060bbc,38,Казахстан,18,Ж,8,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/1994,Слева,1781,бордовый,02.06.2013-01.06.2014,16786,,,,
1cf6cd85f68cec4a65e60feff3210248,47,Казахстан,22,М,8,"Есиль,Есиль",Golf,Volkswagen,Легковые автомобили,01/12/1993,Слева,1598,вишневый,29.05.2013-28.05.2014,5988,,,,
1d5e149c9e0d0e0e6c0ab685d67529f8,48,Казахстан,22,М,7,Нур-Султан,Passat,Volkswagen,Легковые автомобили,01/12/1993,Слева,1800,серебристый металлик архивный,23.05.2013-23.11.2013,4047,,,,
1d7982edb813b4229d3737d85de46ec0,25,Казахстан,6,Ж,3,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/1993,Слева,1781,черный,19.06.2013-18.06.2014,24619,,,,
1d7dbc88c16c141e86d14cc5467ba9ab,38,Казахстан,19,М,5,Нур-Султан,Passat,Volkswagen,Легковые автомобили,01/12/2001,Слева,1595,черный металлик,22.05.2013-21.05.2014,14971,,,,
1ec97a25d01e5fdf851ebce0470891bf,47,Казахстан,19,М,8,Алматы,Touareg,Volkswagen,Легковые автомобили,01/12/2004,Слева,3189,серо-зелёный архивный,12.06.2013-11.06.2014,16786,,,,
1eefe20811d3c59020d7479a6e29afc0,35,Казахстан,6,Ж,3,Кокшетау,Polo,Volkswagen,Легковые автомобили,01/12/1995,Слева,1400,темно-синий металлик,30.05.2013-29.11.2013,5283,,,,
1f6299dac0c7ff845ccc441386239a98,74,Казахстан,22,М,9,Актобе,Multivan,Volkswagen,Легковые автомобили,01/01/1999,Слева,2792,синий,06.06.2013-05.06.2014,7656,Инвалид ,,,
2056154c690391d40288968fdfac71c8,53,Казахстан,15,Ж,7,Нур-Султан,Golf,Volkswagen,Легковые автомобили,01/12/2000,Слева,1988,синий,14.06.2013-13.06.2014,13308,,,,
2093c05ea290b29683fd89979f23bfc9,30,Казахстан,12,М,8,Нур-Султан,Golf,Volkswagen,Легковые автомобили,01/12/1992,Слева,1781,красный,28.05.2013-27.05.2014,6288,,,,
2093c05ea290b29683fd89979f23bfc9,30,Казахстан,12,М,8,Нур-Султан,Transporter,Volkswagen,Легковые автомобили,01/01/1992,Слева,1900,белый,28.05.2013-27.05.2014,6288,,,,
209b294a95a33b3a662a23b1ac5b7ee9,39,Казахстан,17,М,7,Алматы,Golf,Volkswagen,Легковые автомобили,01/01/1993,Слева,1781,красный,23.05.2013-22.05.2014,17905,,,,
20b9da1ec71a3e0f48e289dae7daf90d,58,Казахстан,35,М,9,Актобе,Passat,Volkswagen,Легковые автомобили,01/01/1993,Слева,1781,белый,02.07.2013-01.07.2014,7145,,,,
20c5eac4b592f60640bd2ef66f53eb40,78,Казахстан,19,М,7,Петропавловск,VW 35 I,Volkswagen,Легковые автомобили,01/12/1991,Слева,1984,вишневый,04.06.2013-03.06.2014,4023,Инвалид ,,,
20d740ff31d5732deb4c447bf0459705,29,Казахстан,10,М,8,Актобе,Passat,Volkswagen,Легковые автомобили,01/12/1994,Слева,1781,белый,07.06.2013-06.06.2014,9646,,,,
20de51ab2f37e9eaf2497a20b5ae709d,34,Казахстан,9,Ж,7,Атбасар,Golf,Volkswagen,Легковые автомобили,01/12/1999,Слева,1595,синий металлик,09.06.2013-08.12.2013,3203,,,,
20de9e81dec08343a359d37324df63d7,53,Казахстан,35,М,8,Петропавловск,Golf,Volkswagen,Легковые автомобили,01/01/1992,Слева,1800,черный,01.07.2013-30.06.2014,9051,,,,
21580c6692de11d5fcd6daa303d81164,38,Казахстан,12,М,8,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/1994,Слева,1598,синий,06.06.2013-05.06.2014,16786,,,,
21ceab90d33cdfc2dbac0f6ff53c633f,79,Казахстан,59,М,7,Есиль,Passat,Volkswagen,Легковые автомобили,01/12/1988,Слева,1760,белый,25.05.2013-26.04.2014,5898,,,,
21f77b1c817d932a8257d1a114215d73,43,Казахстан,17,Ж,9,Актобе,Golf,Volkswagen,Легковые автомобили,01/12/1996,Слева,1896,зелёный,13.06.2013-12.06.2014,7656,,,,
22117e706ba0ad95a6ae483cb8657f1c,68,Казахстан,11,Ж,3,Петропавловск,Golf,Volkswagen,Легковые автомобили,01/12/1994,Слева,1781,синий,14.06.2013-13.06.2014,10056,,,,
22fb26a53c10b4b6bed8a43eb625ddea,60,Казахстан,19,М,3,Кокшетау,Passat,Volkswagen,Легковые автомобили,01/12/1994,Слева,1781,синий,19.06.2013-18.06.2014,9981,,,,
2339dc1b30166efebfbfb887a3f55ce3,49,Казахстан,21,М,8,Алматы,Passat,Volkswagen,Легковые автомобили,01/12/1991,Слева,1781,серебристый металлик архивный,23.05.2013-22.05.2014,16786,,,,
2342556bfd3ae4f1401bc1b40960382c,63,Казахстан,46,М,8,Нур-Султан,Eurovan,Volkswagen,Легковые автомобили,01/12/1994,Слева,2500,белый,22.05.2013-21.05.2014,14139,,,,
2342556bfd3ae4f1401bc1b40960382c,63,Казахстан,46,М,8,Нур-Султан,Multivan,Volkswagen,Легковые автомобили,01/01/1995,Слева,2461,красный,22.05.2013-21.05.2014,12476,,,,
23704a600f847d11072fa0f6a1843a47,47,Казахстан,17,М,3,Актобе,Passat,Volkswagen,Легковые автомобили,01/12/1992,Слева,1781,вишневый,23.06.2013-22.06.2014,10208,,,,
23ab0b2a1158f0f0a25cd87fa0751a09,60,Казахстан,37,М,9,Актобе,Sharan,Volkswagen,Легковые автомобили,01/12/2002,Слева,1984,черный,02.06.2013-01.06.2014,7656,,,,
2406841219f6344d6309b8c68bf18cd8,55,Казахстан,9,М,5,Прибрежное,Passat,Volkswagen,Легковые автомобили,01/12/1991,Слева,1781,синий металлик,07.06.2013-06.06.2014,10509,,,,
24133b2a19c5a790bd56514bbe607e8c,45,Казахстан,6,М,4,Актобе,Golf,Volkswagen,Легковые автомобили,01/12/1990,Слева,1781,белый,05.06.2013-04.06.2014,8146,,,,
2447a75673d2ceb522f0f8c8ad679bdc,34,Казахстан,9,Ж,5,Уральск,VW 35 I,Volkswagen,Легковые автомобили,01/12/1993,Слева,1984,синий,13.06.2013-12.06.2014,7962,,,,
24d8d544a174f42da8692c64d5995231,53,Казахстан,11,М,6,Атбасар,Passat,Volkswagen,Легковые автомобили,01/01/1989,Слева,1700,серый,30.05.2013-29.05.2014,8384,,,,
24f7ddb9eb7aded231294ed055b90649,44,Казахстан,16,М,8,Михайловка,Passat,Volkswagen,Легковые автомобили,01/12/1993,Слева,1800,красный,27.06.2013-26.06.2014,8783,,,,
257f2eb3042c24df3944869435bb15ce,34,Казахстан,16,М,7,Нур-Султан,Golf,Volkswagen,Легковые автомобили,01/12/1987,Слева,1600,серый металлик,11.06.2013-10.06.2014,6388,,,,
25aca672d0c8ff42ebce03be3ada5810,59,Казахстан,41,М,9,Актау,Passat,Volkswagen,Легковые автомобили,01/12/1993,Слева,1993,белый металлик,28.05.2013-27.05.2014,6087,,,,
260c8af42d9ecc058571f31b1f12f6cd,36,Казахстан,11,М,3,"Атбасар,Атбасар",Golf,Volkswagen,Легковые автомобили,01/12/1989,Слева,1600,фиолетовый металлик,19.06.2013-18.12.2013,4003,,,,
270462ee3d221892bd25d547f650c3f7,48,Казахстан,18,М,9,Талдыкорган,Vw 1hxo,Volkswagen,Легковые автомобили,01/12/1992,Слева,1781,темно-красный,08.06.2013-07.06.2014,4711,Инвалид ,,,
27f1e91f88c01bc36d7cae7228e79caa,28,Казахстан,12,М,7,Атбасар,Transporter,Volkswagen,Легковые автомобили,01/12/1993,Слева,1900,белый,06.06.2013-05.12.2013,3363,,,,
28153966bfd91d5d006141175abb71af,30,Казахстан,12,Ж,5,Нур-Султан,Golf 3,Volkswagen,Легковые автомобили,01/01/1993,Слева,1700,фиолетовый металлик,05.06.2013-04.06.2014,15720,,,,
28284263c24089b7d270135acdc829e8,63,Казахстан,19,М,9,Павлодар,Passat,Volkswagen,Легковые автомобили,01/12/1992,Слева,1781,черный,27.06.2013-26.06.2014,11092,,,,
285403629ece2c3849644cc9adadcc43,41,Казахстан,23,М,6,Актобе,Passat,Volkswagen,Легковые автомобили,01/12/1995,Слева,1800,зелёный,11.06.2013-10.06.2014,8676,,,,
285403629ece2c3849644cc9adadcc43,41,Казахстан,23,М,6,Актобе,Passat,Volkswagen,Легковые автомобили,01/12/1996,Слева,2000,зелёный,11.06.2013-10.06.2014,8676,,,,
289401ef54d982ce5c87283350431c6c,40,Казахстан,18,М,9,Нур-Султан,Passat,Volkswagen,Легковые автомобили,01/12/1995,Слева,1800,синий,16.06.2013-15.06.2014,11644,,,,
28db53a138f04b9007d2f52bd1e085df,57,Казахстан,7,М,3,Родионовка,Vento,Volkswagen,Легковые автомобили,01/12/1993,Слева,1781,серебристый,02.06.2013-01.12.2013,4404,,,,
28e2196c2c6d1b3e4c8f1e14b74c3b8d,61,Казахстан,25,М,8,Актау,Passat,Volkswagen,Легковые автомобили,01/12/1992,Слева,1800,голубой металлик,25.05.2013-24.05.2014,3261,Инвалид ,,,
28e5321040eaf7c344ce646a1f245881,54,Казахстан,36,М,9,Костанай,VW 35 I,Volkswagen,Легковые автомобили,01/12/1990,Слева,1800,зелёный,16.06.2013-15.12.2013,6986,,,,
292fa296b1ad6fe14900ecab22acbc95,29,Казахстан,10,М,6,Аксай,Transporter,Volkswagen,Легковые автомобили,01/12/1995,Слева,2400,зелёный,04.06.2013-03.06.2014,7126,,,,
29545ca952918ad9c79648abea49214d,35,Казахстан,14,М,6,Петропавловск,Passat,Volkswagen,Легковые автомобили,01/01/1991,Слева,1900,вишневый металлик,16.06.2013-15.06.2014,8548,,,,
2993ab42d798ef904363858deb7b64ec,62,Казахстан,42,М,8,Актобе,Passat,Volkswagen,Легковые автомобили,01/12/1994,Слева,1984,серый,05.06.2013-04.06.2014,14579,,,,
29f4aa25173d44131be5370551a4d815,31,Казахстан,8,Ж,3,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/1996,Слева,1600,красный,30.06.2013-29.06.2014,22381,,21/07/2013,Алматы,36641
2add6408ad25a6f8d7961cfc12dc7d40,43,Казахстан,9,М,8,Алматы,Passat,Volkswagen,Легковые автомобили,01/12/1997,Слева,2000,серебристый металлик архивный,25.05.2013-19.02.2014,23733,,,,
2b35dbb195291ba2c0903bb45d4e8791,42,Казахстан,14,М,8,Петропавловск,Passat,Volkswagen,Легковые автомобили,01/12/1991,Слева,1690,темно-синий,28.06.2013-27.06.2014,7542,,,,
2b645ff631ebd6bad16f50ccdd705d67,64,Казахстан,19,М,9,Нур-Султан,Passat,Volkswagen,Легковые автомобили,01/01/1992,Слева,1800,белый,25.05.2013-24.05.2014,2795,Пенсионер ,,,
2c551feaf5a6f31a0192e4264af125ce,35,Казахстан,11,М,4,Шубаркудук,Golf 3,Volkswagen,Легковые автомобили,01/12/1997,Слева,1781,черный металлик,04.06.2013-03.06.2014,9697,,,,
2c551feaf5a6f31a0192e4264af125ce,35,Казахстан,11,М,4,Шубаркудук,Golf 3,Volkswagen,Легковые автомобили,01/12/1997,Слева,1781,черный металлик,20.06.2013-03.06.2014,9272,,,,
2c9bc86f4f0616af24f281207b961b1b,45,Казахстан,11,М,7,Максимовка,Golf II,Volkswagen,Легковые автомобили,01/12/1990,Слева,1780,черный,20.06.2013-19.06.2014,6388,,,,
2d3e82649666366c0b98b09cf395fd6f,51,Казахстан,19,М,8,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/1995,Слева,1781,зелёный,20.06.2013-19.06.2014,16786,,,,
2dde5ba700782094e923ade5192d75dc,57,Казахстан,24,М,9,Павлодар,Passat,Volkswagen,Легковые автомобили,01/01/1994,Слева,1800,синий,29.06.2013-28.06.2014,8627,,,,
2e2f293af585cb64371e38554604788f,53,Казахстан,20,М,8,Актобе,Passat,Volkswagen,Легковые автомобили,01/01/1993,Слева,2000,синий металлик,01.06.2013-31.05.2014,7656,,,,
2e96f19616ebe9bc693232f1d625583a,55,Казахстан,19,М,8,Чаглинка,Passat,Volkswagen,Легковые автомобили,01/12/1992,Слева,1781,вишневый металлик,30.06.2013-29.06.2014,5988,,,,
2ebcc8478ed39aa778c3c1af9f616677,68,Казахстан,47,М,8,Кокшетау,Golf,Volkswagen,Легковые автомобили,01/12/1996,Слева,1781,серый,25.05.2013-24.05.2014,7486,,,,
2efc0357a2a85c4df43a9a0bb3ebd699,40,Казахстан,14,М,5,Костанай,VW 35 I,Volkswagen,Легковые автомобили,01/12/1991,Слева,1589,коричневый металлик,29.06.2013-28.12.2013,6653,,,,
2f0be53881055326c3450a0de1a3e504,63,Казахстан,20,М,8,Шантобе,Passat,Volkswagen,Легковые автомобили,01/12/1992,Слева,1681,синий,09.06.2013-08.06.2014,2994,Инвалид ,,,
2f123e6ed859681241b8cc27c6ab7837,51,Казахстан,20,М,9,Актобе,Vento,Volkswagen,Легковые автомобили,01/01/1993,Слева,1781,серый,05.06.2013-04.06.2014,7145,,,,
2f1842c53fd630bef312eae1d4dfd8d8,37,Казахстан,8,Ж,3,Тараз,Golf,Volkswagen,Легковые автомобили,01/12/1993,Слева,1800,светло-зелёный металлик,21.05.2013-20.05.2014,7561,,,,
2f7d1460fffa1c140de39bd9711f0a0e,49,Казахстан,6,М,4,Петропавловск,Passat,Volkswagen,Легковые автомобили,01/12/1993,Слева,1781,белый,15.06.2013-27.02.2014,7091,,,,
2f7fcc571a4ceb7fcbe0f27f351e2898,71,Казахстан,15,М,8,Алматы,Passat,Volkswagen,Легковые автомобили,01/12/2007,Слева,2000,черный,13.06.2013-12.06.2014,7630,Инвалид ,,,
2fdc0b5bc135c07cf66a0730c8ec27f4,40,Казахстан,13,М,8,Аршалы,Golf,Volkswagen,Легковые автомобили,01/12/2002,Слева,1900,синий,16.06.2013-15.12.2013,3573,,,,
2fdc0b5bc135c07cf66a0730c8ec27f4,40,Казахстан,13,М,8,Аршалы,Touran,Volkswagen,Легковые автомобили,01/12/2004,Слева,1900,серый,25.05.2013-03.06.2013,155,,,,
2fdc0b5bc135c07cf66a0730c8ec27f4,40,Казахстан,13,М,8,Аршалы,Touran,Volkswagen,Легковые автомобили,01/12/2004,Слева,2200,серый,13.06.2013-12.12.2013,3002,,,,
2ff0fd16b2cdd05db0f2c03d12ea056a,51,Казахстан,32,М,8,"Тимашевка,Тимашевка",Passat,Volkswagen,Легковые автомобили,01/01/1991,Слева,2000,темно-синий металлик,20.06.2013-19.06.2014,8783,,,,
3026cb6779c65076e63de1d560072a93,37,Казахстан,18,М,8,Костанай,Golf,Volkswagen,Легковые автомобили,01/12/1993,Слева,1600,синий металлик,29.06.2013-05.01.2014,5787,,,,
3030857dbeb67ef768f420296dec6d28,53,Казахстан,11,М,9,Семей,VW 35 I,Volkswagen,Легковые автомобили,01/01/1994,Слева,1800,красный,23.06.2013-22.06.2014,10374,,,,
3041a0103cbc87a6f3cb7eddbd591c56,43,Казахстан,13,М,3,Костанай,VW 35 I,Volkswagen,Легковые автомобили,01/01/1992,Слева,2000,серый с зеленым отливом металлик,23.06.2013-22.12.2013,7392,,,,
307f212fbc398f42571db61dfe13dc58,32,Казахстан,12,М,8,Петропавловск,Golf,Volkswagen,Легковые автомобили,01/01/1992,Слева,1600,красный,26.05.2013-25.05.2014,7542,,,,
30dff956d8193d50f5e0d3db761fce79,33,Казахстан,12,М,8,Нур-Султан,Golf 3,Volkswagen,Легковые автомобили,01/12/1994,Слева,1989,черный металлик,05.06.2013-17.05.2014,14648,,,,
30f6304efe38fad93e887b4edbe6c257,59,Казахстан,20,М,8,Алматы,Sharan,Volkswagen,Легковые автомобили,01/12/2002,Слева,1896,серебристый,09.06.2013-08.06.2014,19024,,,,
310b5e29c25314501800f43c0b32608c,67,Казахстан,19,М,8,Приозерный с.о.,Golf 3,Volkswagen,Легковые автомобили,01/12/1992,Слева,1781,серый,12.06.2013-11.06.2014,6388,,,,
312332bee61f529d8a1a0fc0b6fe46cc,40,Казахстан,20,М,9,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/1995,Слева,2790,синий металлик,27.06.2013-26.06.2014,15667,,,,
312a1bd86a094c6be0a9b348c03f41fd,39,Казахстан,10,Ж,5,Алматы,Golf,Volkswagen,Легковые автомобили,01/12/2003,Слева,1595,зеленый металлик,12.06.2013-11.06.2014,20143,,,,
31693eb26e0d81313699fbe9d3976921,32,Казахстан,12,М,7,Кокшетау,Golf,Volkswagen,Легковые автомобили,01/12/1999,Слева,1390,темно-синий металлик,12.06.2013-11.06.2014,9482,,,,
31a74fa9b80aef3d092b144ea0238e6c,58,Казахстан,20,М,9,"Красный Яр,Красный Яр",Passat 35i,Volkswagen,Легковые автомобили,01/12/1991,Слева,1781,синий металлик,27.06.2013-26.06.2014,8908,,,,
31a8f129a1a21a252651ac1a52a8213a,68,Казахстан,50,М,9,Затобольск,VW 70xob,Volkswagen,Легковые автомобили,01/12/1992,Слева,1400,белый,05.06.2013-04.06.2014,10616,,,,
3200fbc1306f098e35bd1968edb21fe7,67,Казахстан,20,М,9,Кокшетау,Passat,Volkswagen,Легковые автомобили,01/01/1996,Слева,2000,серый,28.06.2013-27.06.2014,8484,,,,
320136770f769798865db3dbf6f79159,39,Казахстан,22,М,5,Кокшетау,Passat,Volkswagen,Легковые автомобили,01/12/1992,Слева,1781,черный,04.06.2013-03.06.2014,8983,,,,
3201bc62fbefbd815ded34c53d4b96fd,43,Казахстан,20,М,6,Алматы,Caravelle,Volkswagen,Легковые автомобили,01/12/1995,Слева,2400,белый,15.06.2013-14.06.2014,19024,,,,
320f92c3835457eb39f109c777f847c9,45,Казахстан,11,М,9,Алматы,Touareg,Volkswagen,Легковые автомобили,01/12/2011,Слева,3600,серый металлик,26.06.2013-25.06.2014,14243,,,,
3286a2bd2d150e0f2784fe9b4c60de9d,36,Казахстан,18,М,9,Актобе,Passat,Volkswagen,Легковые автомобили,01/09/1994,Слева,1984,серебристый,26.05.2013-25.05.2014,7145,,,,
32dbfd4612c6c405716ea7d359161d28,51,Казахстан,32,М,8,Актобе,Passat,Volkswagen,Легковые автомобили,01/12/1998,Слева,1600,серебристый металлик архивный,24.05.2013-23.05.2014,7656,,,,
32e38e1c9c7c138c5f00069db60d4772,47,Казахстан,13,М,4,Кызылорда,Passat,Volkswagen,Легковые автомобили,01/12/1993,Слева,1781,синий,05.06.2013-04.06.2014,7830,,,,
3308be7723f76d69e77ea2a11083f4a4,37,Казахстан,13,Ж,9,Караганда,Touareg,Volkswagen,Легковые автомобили,01/12/2003,Слева,3200,золотистый,22.06.2013-21.06.2014,8408,,,,
3311ab028dbcdddced31068c38ff44c7,36,Казахстан,17,М,9,"Атбасар,Атбасар",Transporter,Volkswagen,Легковые автомобили,01/01/1992,Слева,2400,белый,26.06.2013-25.06.2014,7585,,,,
34574e2de7cb1a931b9cea00548b9bdb,64,Казахстан,20,М,9,Кокшетау,Passat,Volkswagen,Легковые автомобили,01/12/1990,Слева,1781,черный,22.05.2013-21.05.2014,6987,Инвалид ,,,
34a8e085554bc0a917bf5886ba45b928,34,Казахстан,16,М,8,Актобе,Passat,Volkswagen,Легковые автомобили,01/12/1992,Слева,1781,красный,28.05.2013-27.05.2014,7656,,,,
34e054414b1696991fb4ebc185d9a4c3,45,Казахстан,5,М,9,Алматы,Vento,Volkswagen,Легковые автомобили,01/12/1993,Слева,1980,белый,15.06.2013-14.06.2014,16786,,,,
35009f67e8f2525c6521032db706aaea,39,Казахстан,15,М,6,Алматы,Passat,Volkswagen,Легковые автомобили,01/01/2013,Слева,1800,черный металлик,02.06.2013-01.06.2014,19329,,,,
355087eea5b4f7ec8344591177d18ee4,42,Казахстан,24,М,8,Семей,.,Volkswagen,Легковые автомобили,01/12/1996,Слева,2461,белый,13.06.2013-03.03.2014,9111,,,,
361c330b028ff6a88b571099364dc9ab,85,Казахстан,10,Ж,5,Нур-Султан,Jetta,Volkswagen,Легковые автомобили,01/12/1983,Слева,1300,темно-синий металлик,29.05.2013-28.05.2014,3593,Инвалид ,,,
362f5e148337d32a1373d92c2e06b241,68,Казахстан,11,Ж,7,Полтавка,VW,Volkswagen,Легковые автомобили,01/12/1999,Слева,1595,синий,30.05.2013-29.05.2014,6388,,,,
36312ca6b7586864ff57179ee466bff7,38,Казахстан,7,М,6,Атбасар,Passat,Volkswagen,Легковые автомобили,01/12/1997,Слева,1595,зелёный,13.06.2013-12.06.2014,8384,,,,
36355d12a7e92e9f3fe437119e15a377,42,Казахстан,6,Ж,3,Алматы,Jetta,Volkswagen,Легковые автомобили,01/12/1991,Слева,1781,черный металлик,09.06.2013-08.06.2014,23500,,,,
36355d12a7e92e9f3fe437119e15a377,42,Казахстан,6,Ж,3,Алматы,Jetta,Volkswagen,Легковые автомобили,01/12/1991,Слева,1781,черный металлик,14.06.2013-08.06.2014,23178,,,,
366fe1828de765a255b0407e6d0ff796,55,Казахстан,8,М,8,"Алматы,Алматы",Touareg,Volkswagen,Легковые автомобили,01/01/2005,Слева,2500,темно-серый металлик архивный,26.05.2013-25.05.2014,22325,,,,
36ac49afe5fca3f782fc3aa57629b4ad,56,Казахстан,20,М,9,Петропавловск,35i,Volkswagen,Легковые автомобили,01/01/1990,Слева,1595,синий,23.06.2013-22.06.2014,7039,,,,
36ac49afe5fca3f782fc3aa57629b4ad,56,Казахстан,20,М,9,Петропавловск,35i,Volkswagen,Легковые автомобили,01/01/1990,Слева,1595,синий,26.06.2013-25.06.2014,11062,,,,
36e19c724384d209c00d49e163f97085,35,Казахстан,10,М,8,Петропавловск,Golf,Volkswagen,Легковые автомобили,01/12/2003,Слева,1598,серый,15.06.2013-14.06.2014,7542,,,,
36e284f33162dd4d8067d26d851679f3,44,Казахстан,27,М,3,"Новоалександровка,Новоалександровка",Golf 3,Volkswagen,Легковые автомобили,01/01/1997,Слева,1600,синий,24.05.2013-19.03.2014,6563,,,,
36f5f6ea1b5298fcd9f33ebed2724565,43,Казахстан,19,М,8,Кокшетау,Passat,Volkswagen,Легковые автомобили,01/12/1990,Слева,1781,желтый,23.06.2013-26.01.2014,5007,,,,
37026497006c511c159674ad65e4a431,54,Казахстан,17,М,8,Кокшетау,Golf,Volkswagen,Легковые автомобили,01/12/1995,Слева,1781,белый,26.05.2013-25.11.2013,5283,,,,
370e541aaf75f6ee400597d52c37a6b3,44,Казахстан,19,М,9,"Алматы,Алматы",Golf,Volkswagen,Легковые автомобили,01/12/1994,Слева,2790,серебристый металлик архивный,16.06.2013-15.06.2014,19024,,,,
371550749962c2e3c674f55f5b759adf,31,Казахстан,13,М,8,Актобе,Jetta,Volkswagen,Легковые автомобили,01/12/2005,Слева,2480,синий,20.06.2013-19.06.2014,7656,,,,
3719aebc6f1c2aaedd09a665d490bc5e,68,Казахстан,19,М,9,Атбасар,Golf II,Volkswagen,Легковые автомобили,01/01/1988,Слева,1500,черный,17.06.2013-16.06.2014,5589,Инвалид ,,,
3761835c271fa27a0a87a26f8cfcf44b,45,Казахстан,3,М,8,Нур-Султан,Tiguan,Volkswagen,Легковые автомобили,01/01/2009,Слева,1900,серебристый металлик архивный,15.06.2013-14.06.2014,13610,,,,
377569365d1a21a854d702cdee821c1a,45,Казахстан,28,М,7,Каскелен,Passat,Volkswagen,Легковые автомобили,01/12/1995,Слева,1984,серый металлик,02.07.2013-01.07.2014,4888,,,,
37a18d742c6f0b0f558af2fd11cef3ca,54,Казахстан,7,Ж,3,Петропавловск,Golf,Volkswagen,Легковые автомобили,01/12/1991,Слева,1595,белый,21.06.2013-20.12.2013,5294,,,,
37d00a0acdc5ca0bcebdbc3a9215b999,68,Казахстан,19,М,8,Петропавловск,Transporter,Volkswagen,Легковые автомобили,01/12/1994,Слева,2370,белый,22.05.2013-21.05.2014,7542,,,,
