pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
68853,43,2,Rural,Marketing,0.44,0.43,0.52,0.41,0.03,0.39,0.7,Physical Touch,0.59,47,2,Suburban,Creative Arts,0.38,0.34,0.18,0.21,0.43,0.1,0.28,Acts of Service,0.18,67.8,1,105
68854,25,4,Urban,Law,0.68,0.9,0.73,0.4,0.4,0.24,0.3,Receiving Gifts,0.46,27,3,Rural,Science,0.66,0.79,0.94,0.33,0.53,0.35,0.65,Quality Time,0.73,65.0,1,57
68855,33,3,Suburban,Finance,0.28,0.59,0.42,0.7,0.42,0.92,0.3,Quality Time,0.08,48,2,Urban,Law,0.21,0.45,0.7,0.7,0.6,0.55,0.5,Receiving Gifts,0.32,70.9,1,37
68856,37,3,Urban,Law,0.35,0.67,0.38,0.75,0.98,0.82,0.18,Quality Time,0.63,48,2,Urban,Science,0.69,0.46,0.77,0.58,0.28,0.47,0.85,Physical Touch,0.53,61.7,0,50
68857,49,4,Rural,Education,0.57,0.31,0.34,0.65,0.62,0.23,0.46,Acts of Service,0.7,18,5,Urban,Science,0.97,0.43,0.61,0.09,0.46,0.72,0.37,Quality Time,0.47,51.3,0,51
68858,49,4,Urban,Creative Arts,0.46,0.89,0.73,0.22,0.36,0.34,0.46,Acts of Service,0.47,28,2,Urban,Finance,0.31,0.8,0.61,0.48,0.19,0.25,0.56,Words of Affirmation,0.78,60.9,0,88
68859,52,5,Rural,Tech,0.49,0.67,0.41,0.72,0.28,0.15,0.66,Receiving Gifts,0.27,22,3,Urban,Healthcare,0.32,0.35,0.46,0.39,0.33,0.87,0.23,Quality Time,0.59,54.1,0,45
68860,32,4,Suburban,Marketing,0.3,0.81,0.88,0.51,0.56,0.9,0.11,Receiving Gifts,0.63,34,4,Rural,Engineering,0.69,0.81,0.68,0.2,0.82,0.66,0.36,Acts of Service,0.17,67.3,1,84
68861,49,2,Urban,Engineering,0.48,0.61,0.53,0.52,0.69,0.66,0.17,Physical Touch,0.39,40,4,Urban,Law,0.45,0.32,0.31,0.82,0.82,0.57,0.01,Quality Time,0.6,45.7,0,42
68862,47,4,Urban,Science,0.53,0.81,0.65,0.12,0.13,0.18,0.31,Quality Time,0.15,35,2,Urban,Tech,0.38,0.8,0.28,0.54,0.55,0.55,0.48,Receiving Gifts,0.2,77.9,1,88
68863,36,1,Urban,Law,0.02,0.2,0.21,0.7,0.58,0.37,0.23,Words of Affirmation,0.36,44,1,Suburban,Tech,0.67,0.75,0.34,0.54,0.52,0.34,0.04,Receiving Gifts,0.81,53.2,0,71
68864,41,4,Rural,Entrepreneurship,0.32,0.71,0.25,0.74,0.64,0.48,0.29,Acts of Service,0.11,42,3,Urban,Finance,0.6,0.47,0.38,0.5,0.53,0.96,0.34,Receiving Gifts,0.76,55.1,0,84
68865,19,5,Urban,Marketing,0.57,0.39,0.39,0.93,0.57,0.7,0.36,Receiving Gifts,0.72,23,2,Urban,Education,0.62,0.37,0.45,0.11,0.43,0.5,0.69,Quality Time,0.73,83.5,1,118
68866,38,5,Suburban,Healthcare,0.42,0.33,0.32,0.97,0.51,0.69,0.11,Quality Time,0.62,29,3,Rural,Healthcare,0.63,0.22,0.06,0.32,0.68,0.07,0.65,Receiving Gifts,0.78,57.0,0,51
68867,33,3,Rural,Tech,0.18,0.54,0.61,0.55,0.44,0.42,0.55,Quality Time,0.71,21,2,Urban,Finance,0.5,0.29,0.3,0.25,0.46,0.52,0.57,Quality Time,0.78,61.9,0,77
68868,53,5,Urban,Education,0.76,0.56,0.36,0.26,0.08,0.28,0.59,Physical Touch,0.53,24,2,Suburban,Law,0.39,0.74,0.22,0.61,0.52,0.3,0.51,Receiving Gifts,0.5,73.2,1,70
68869,19,5,Rural,Education,0.94,0.32,0.05,0.29,0.77,0.72,0.74,Receiving Gifts,0.08,24,3,Suburban,Healthcare,0.31,0.51,0.81,0.33,0.57,0.1,0.13,Quality Time,0.4,43.1,0,12
68870,33,4,Suburban,Science,0.58,0.38,0.47,0.63,0.16,0.36,1.0,Acts of Service,0.92,41,3,Urban,Law,0.48,0.8,0.54,0.81,0.64,0.28,0.37,Acts of Service,0.2,59.8,0,73
68871,46,3,Urban,Finance,0.38,0.73,0.66,0.1,0.26,0.52,0.73,Physical Touch,0.3,42,5,Suburban,Tech,0.53,0.69,0.64,0.22,0.54,0.11,0.73,Words of Affirmation,0.4,51.4,0,44
68872,24,2,Urban,Entrepreneurship,0.41,0.13,0.27,0.69,0.4,0.39,0.64,Quality Time,0.72,30,2,Rural,Marketing,0.31,0.67,0.75,0.78,0.31,0.8,0.27,Receiving Gifts,0.57,65.6,1,89
68873,32,2,Urban,Marketing,0.53,0.09,0.2,0.32,0.36,0.54,0.42,Quality Time,0.86,51,5,Suburban,Finance,0.89,0.54,0.71,0.2,0.83,0.13,0.49,Acts of Service,0.61,69.1,1,72
68874,40,3,Urban,Finance,0.28,0.32,0.97,0.92,0.78,0.2,0.43,Physical Touch,0.29,32,3,Urban,Education,0.45,0.11,0.31,0.72,0.89,0.14,0.09,Receiving Gifts,0.61,45.7,0,46
68875,22,3,Suburban,Creative Arts,0.4,0.42,0.27,0.61,0.74,0.13,0.56,Words of Affirmation,0.42,23,4,Rural,Entrepreneurship,0.34,0.36,0.73,0.94,0.67,0.6,0.58,Words of Affirmation,0.28,60.5,0,50
68876,18,1,Rural,Science,0.28,0.54,0.78,0.21,0.56,0.59,0.36,Words of Affirmation,0.38,22,3,Urban,Creative Arts,0.52,0.52,0.15,0.84,0.15,0.43,0.62,Quality Time,0.14,60.5,0,74
68877,22,3,Rural,Engineering,0.26,0.49,0.62,0.83,0.7,0.52,0.37,Acts of Service,0.27,46,3,Urban,Engineering,0.32,0.62,0.13,0.61,0.84,0.64,0.01,Physical Touch,0.74,57.7,0,69
68878,30,2,Urban,Education,0.29,0.51,0.11,0.86,0.05,0.51,0.42,Quality Time,0.41,33,5,Urban,Marketing,0.44,0.26,0.18,0.42,0.24,0.61,0.37,Quality Time,0.65,75.1,1,81
68879,43,2,Urban,Healthcare,0.36,0.62,0.77,0.62,0.63,0.54,0.48,Physical Touch,0.5,42,2,Suburban,Education,0.38,0.85,0.22,0.86,0.59,0.31,0.81,Receiving Gifts,0.87,83.4,1,103
68880,30,2,Urban,Education,0.29,0.15,0.5,0.34,0.71,0.23,0.34,Receiving Gifts,0.6,24,2,Suburban,Entrepreneurship,0.41,0.14,0.6,0.46,0.24,0.69,0.5,Words of Affirmation,0.31,47.6,0,54
68881,49,2,Suburban,Education,0.26,0.48,0.33,0.74,0.16,0.4,0.47,Physical Touch,0.08,51,3,Urban,Law,0.39,0.65,0.77,0.66,0.61,0.51,0.87,Receiving Gifts,0.38,57.4,0,56
68882,46,3,Urban,Tech,0.47,0.65,0.75,0.49,0.47,0.66,0.49,Words of Affirmation,0.7,42,2,Suburban,Tech,0.49,0.28,0.49,0.95,0.65,0.48,0.35,Quality Time,0.82,66.8,1,45
68883,35,2,Suburban,Marketing,0.35,0.73,0.35,0.84,0.52,0.71,0.7,Words of Affirmation,0.04,34,2,Rural,Engineering,0.6,0.7,0.24,0.85,0.29,0.62,0.83,Receiving Gifts,0.4,75.9,1,59
68884,19,3,Suburban,Healthcare,0.25,0.59,0.06,0.43,0.1,0.61,0.31,Physical Touch,0.35,33,3,Urban,Healthcare,0.42,0.29,0.66,0.21,0.27,0.36,0.78,Acts of Service,0.37,69.9,1,69
68885,44,4,Suburban,Law,0.57,0.44,0.43,0.29,0.26,0.16,0.18,Quality Time,0.72,43,3,Rural,Marketing,0.52,0.83,0.7,0.68,0.24,0.33,0.32,Acts of Service,0.96,72.2,1,72
68886,20,4,Rural,Entrepreneurship,0.59,0.11,0.94,0.37,0.6,0.29,0.51,Words of Affirmation,0.78,26,3,Suburban,Tech,0.41,0.64,0.49,0.27,0.32,0.47,0.62,Physical Touch,0.45,71.4,1,69
68887,47,3,Urban,Tech,0.36,0.34,0.25,0.13,0.65,0.47,0.76,Physical Touch,0.41,55,3,Suburban,Law,0.65,0.7,0.26,0.33,0.73,0.7,0.75,Receiving Gifts,0.11,57.7,0,49
68888,27,4,Urban,Entrepreneurship,0.65,0.89,0.27,0.22,0.59,0.64,0.46,Physical Touch,0.5,28,4,Suburban,Entrepreneurship,0.81,0.17,0.85,0.65,0.31,0.49,0.33,Words of Affirmation,0.98,63.8,0,82
68889,26,3,Urban,Science,0.71,0.6,0.56,0.79,0.74,0.9,0.73,Quality Time,0.36,20,1,Rural,Tech,0.1,0.4,0.81,0.17,0.51,0.58,0.72,Physical Touch,0.8,55.4,0,47
68890,20,2,Suburban,Healthcare,0.32,0.32,0.37,0.66,0.75,0.26,0.07,Words of Affirmation,0.51,32,4,Rural,Science,0.39,0.28,0.31,0.59,0.2,0.23,0.08,Acts of Service,0.26,67.8,1,73
68891,39,2,Urban,Creative Arts,0.16,0.83,0.58,0.38,0.87,0.69,0.49,Receiving Gifts,0.77,28,5,Suburban,Marketing,0.78,0.74,0.76,0.44,0.08,0.45,0.53,Physical Touch,0.49,59.0,0,68
68892,55,3,Urban,Healthcare,0.53,0.46,0.18,0.36,0.52,0.78,0.17,Receiving Gifts,0.22,20,2,Rural,Education,0.32,0.3,0.27,0.76,0.69,0.78,0.78,Receiving Gifts,0.27,99.9,1,98
68893,28,5,Suburban,Engineering,0.93,0.25,0.15,0.57,0.34,0.37,0.44,Physical Touch,0.77,52,2,Suburban,Finance,0.39,0.52,0.49,0.63,0.54,0.74,0.26,Quality Time,0.27,54.3,0,62
68894,23,3,Rural,Finance,0.53,0.49,0.35,0.67,0.67,0.42,0.55,Physical Touch,0.21,48,4,Rural,Entrepreneurship,0.59,0.71,0.88,0.74,0.63,0.71,0.39,Words of Affirmation,0.41,63.4,0,74
68895,22,3,Rural,Finance,0.43,0.72,0.75,0.56,0.82,0.39,0.37,Words of Affirmation,0.41,45,3,Urban,Entrepreneurship,0.41,0.65,0.27,0.6,0.38,0.39,0.75,Quality Time,0.35,76.1,1,99
68896,47,3,Urban,Education,0.5,0.66,0.31,0.46,0.9,0.67,0.4,Receiving Gifts,0.56,23,3,Rural,Entrepreneurship,0.89,0.27,0.28,0.62,0.55,0.36,0.64,Acts of Service,0.66,68.6,1,68
68897,31,2,Rural,Entrepreneurship,0.45,0.26,0.23,0.64,0.91,0.6,0.59,Acts of Service,0.67,25,2,Urban,Marketing,0.35,0.3,0.33,0.29,0.44,0.53,0.81,Acts of Service,0.02,66.1,1,91
68898,19,2,Suburban,Marketing,0.66,0.69,0.79,0.19,0.2,0.71,0.44,Words of Affirmation,0.41,51,1,Urban,Creative Arts,0.35,0.19,0.48,0.53,0.93,0.45,0.61,Receiving Gifts,0.73,59.8,0,57
68899,50,5,Urban,Engineering,0.77,0.27,0.53,0.77,0.53,0.3,0.63,Physical Touch,0.45,38,4,Urban,Law,0.98,0.11,0.47,0.83,0.36,0.3,0.56,Words of Affirmation,0.49,81.1,1,97
68900,54,4,Urban,Law,0.56,0.65,0.93,0.45,0.25,0.25,0.25,Quality Time,0.37,40,4,Urban,Tech,0.72,0.82,0.34,0.23,0.86,0.47,0.16,Acts of Service,0.24,61.3,0,41
68901,25,3,Urban,Engineering,0.48,0.71,0.34,0.26,0.48,0.44,0.88,Words of Affirmation,0.79,46,2,Urban,Education,0.27,0.67,0.32,0.1,0.67,0.38,0.25,Words of Affirmation,0.77,73.6,1,44
68902,27,3,Suburban,Law,0.39,0.73,0.05,0.39,0.64,0.42,0.69,Acts of Service,0.45,42,3,Suburban,Education,0.64,0.27,0.19,0.26,0.28,0.08,0.82,Acts of Service,0.23,81.6,1,68
68903,38,2,Rural,Education,0.26,0.87,0.58,0.52,0.71,0.49,0.46,Acts of Service,0.55,18,2,Rural,Healthcare,0.75,0.56,0.19,0.53,0.26,0.96,0.75,Receiving Gifts,0.78,53.5,0,52
68904,36,3,Urban,Tech,0.48,0.78,0.68,0.53,0.59,0.6,0.76,Physical Touch,0.08,41,2,Urban,Law,0.61,0.38,0.31,0.52,0.82,0.56,0.12,Acts of Service,0.48,47.4,0,58
68905,52,5,Rural,Science,0.65,0.8,0.7,0.25,0.7,0.08,0.86,Quality Time,0.7,22,4,Rural,Healthcare,0.68,0.53,0.41,0.5,0.32,0.5,0.39,Acts of Service,0.66,55.0,0,43
68906,35,1,Urban,Creative Arts,0.22,0.41,0.21,0.51,0.42,0.48,0.48,Quality Time,0.49,20,2,Urban,Engineering,0.39,0.22,0.21,0.14,0.62,0.68,0.56,Acts of Service,0.44,61.3,0,31
68907,24,3,Rural,Education,0.57,0.83,0.22,0.73,0.11,0.44,0.46,Acts of Service,0.06,19,2,Rural,Engineering,0.63,0.64,0.26,0.71,0.44,0.77,0.64,Quality Time,0.2,63.0,0,75
68908,30,5,Suburban,Tech,0.61,0.4,0.3,0.65,0.65,0.31,0.29,Physical Touch,0.24,23,1,Suburban,Science,0.26,0.51,0.71,0.73,0.49,0.35,0.34,Physical Touch,0.42,80.8,1,93
68909,29,4,Urban,Engineering,0.8,0.6,0.34,0.65,0.2,0.35,0.91,Acts of Service,0.43,22,1,Suburban,Education,0.23,0.96,0.73,0.55,0.84,0.58,0.77,Physical Touch,0.24,48.8,0,41
68910,41,4,Urban,Science,0.54,0.98,0.61,0.83,0.21,0.46,0.39,Receiving Gifts,0.71,32,4,Urban,Entrepreneurship,0.53,0.88,0.31,0.9,0.56,0.39,0.75,Receiving Gifts,0.37,66.5,1,23
68911,35,3,Suburban,Marketing,0.74,0.43,0.16,0.3,0.34,0.67,0.4,Acts of Service,0.27,47,2,Rural,Finance,0.53,0.46,0.62,0.72,0.35,0.19,0.43,Quality Time,0.51,63.0,0,54
68912,55,5,Suburban,Creative Arts,0.48,0.64,0.89,0.75,0.47,0.32,0.51,Receiving Gifts,1.0,38,2,Suburban,Science,0.52,0.53,0.43,0.72,0.5,0.3,0.51,Physical Touch,0.25,64.4,0,71
68913,29,5,Suburban,Healthcare,0.71,0.31,0.56,0.6,0.27,0.32,0.24,Words of Affirmation,0.19,26,4,Urban,Creative Arts,0.64,0.24,0.81,0.65,0.68,0.65,0.53,Receiving Gifts,0.9,50.7,0,50
68914,20,3,Suburban,Creative Arts,0.68,0.61,0.17,0.54,0.8,0.13,0.53,Quality Time,0.72,37,3,Urban,Tech,0.55,0.55,0.25,0.14,0.25,0.62,0.71,Physical Touch,0.25,53.2,0,21
68915,42,4,Suburban,Finance,0.79,0.88,0.46,0.6,0.43,0.31,0.52,Receiving Gifts,0.39,45,4,Suburban,Tech,0.74,0.79,0.53,0.34,0.89,0.73,0.53,Physical Touch,0.45,75.7,1,65
68916,52,5,Suburban,Education,0.9,0.52,0.81,0.69,0.52,0.35,0.72,Physical Touch,0.22,51,2,Suburban,Entrepreneurship,0.32,0.77,0.3,0.55,0.65,0.33,0.32,Receiving Gifts,0.84,48.5,0,62
68917,33,3,Suburban,Finance,0.56,0.84,0.22,0.87,0.84,0.43,0.47,Quality Time,0.17,40,3,Suburban,Engineering,0.42,0.3,0.81,0.35,0.92,0.63,0.16,Receiving Gifts,0.89,55.2,0,68
68918,30,3,Urban,Finance,0.79,0.51,0.68,0.56,0.19,0.61,0.69,Words of Affirmation,0.05,46,3,Rural,Science,0.46,0.3,0.38,0.62,0.2,0.55,0.5,Receiving Gifts,0.47,60.1,0,48
68919,41,2,Urban,Healthcare,0.17,0.7,0.28,0.55,0.36,0.79,0.55,Words of Affirmation,0.48,46,5,Urban,Engineering,0.78,0.71,0.69,0.52,0.59,0.3,0.11,Physical Touch,0.93,59.7,0,62
68920,29,3,Urban,Tech,0.65,0.21,0.73,0.39,0.54,0.49,0.16,Quality Time,0.65,48,3,Rural,Science,0.5,0.27,0.29,0.25,0.72,0.19,0.54,Quality Time,0.52,93.6,1,68
68921,19,2,Urban,Tech,0.23,0.12,0.79,0.75,0.79,0.34,0.17,Quality Time,0.63,43,4,Urban,Tech,0.81,0.61,0.52,0.09,0.43,0.37,0.44,Words of Affirmation,0.35,40.3,0,53
68922,43,3,Urban,Law,0.2,0.37,0.81,0.52,0.65,0.56,0.55,Physical Touch,0.87,49,3,Rural,Marketing,0.24,0.74,0.9,0.5,0.56,0.46,0.81,Physical Touch,0.93,82.1,1,67
68923,27,1,Suburban,Education,0.14,0.71,0.82,0.44,0.86,0.5,0.12,Receiving Gifts,0.54,19,3,Suburban,Finance,0.79,0.31,0.11,0.73,0.92,0.41,0.65,Words of Affirmation,0.87,40.9,0,28
68924,36,5,Urban,Creative Arts,0.58,0.64,0.47,0.54,0.68,0.51,0.78,Words of Affirmation,0.55,30,3,Urban,Tech,0.39,0.65,0.59,0.1,0.4,0.77,0.43,Receiving Gifts,0.17,49.4,0,26
68925,39,3,Urban,Tech,0.55,0.1,0.34,0.16,0.86,0.61,0.37,Acts of Service,0.36,45,2,Rural,Education,0.66,0.93,0.42,0.88,0.45,0.63,0.08,Quality Time,0.65,49.9,0,30
68926,41,1,Rural,Science,0.28,0.41,0.5,0.33,0.28,0.75,0.69,Quality Time,0.5,35,5,Urban,Entrepreneurship,0.63,0.59,0.34,0.33,0.45,0.54,0.37,Acts of Service,0.21,66.2,1,94
68927,43,4,Urban,Creative Arts,0.52,0.58,0.62,0.47,0.5,0.73,0.54,Physical Touch,0.75,23,4,Urban,Creative Arts,0.43,0.56,0.74,0.71,0.91,0.49,0.42,Words of Affirmation,0.24,75.5,1,99
68928,22,3,Rural,Science,0.54,0.12,0.55,0.36,0.82,0.45,0.17,Physical Touch,0.42,39,4,Suburban,Marketing,0.31,0.47,0.4,0.38,0.59,0.24,0.88,Acts of Service,0.41,62.5,0,83
68929,33,3,Urban,Creative Arts,0.47,0.87,0.29,0.54,0.39,0.11,0.75,Acts of Service,0.6,45,4,Suburban,Law,0.65,0.29,0.65,0.56,0.54,0.39,0.55,Quality Time,0.65,59.8,0,65
68930,54,4,Urban,Entrepreneurship,0.59,0.41,0.54,0.21,0.45,0.7,0.03,Receiving Gifts,0.51,37,2,Rural,Engineering,0.03,0.3,0.18,0.28,0.25,0.26,0.65,Acts of Service,0.7,55.2,0,41
68931,51,4,Urban,Tech,0.44,0.13,0.5,0.33,0.49,0.28,0.34,Physical Touch,0.73,49,4,Suburban,Creative Arts,0.66,0.2,0.66,0.38,0.31,0.56,0.26,Receiving Gifts,0.16,58.2,0,63
68932,55,2,Rural,Tech,0.3,0.66,0.51,0.47,0.23,0.3,0.53,Words of Affirmation,0.27,30,3,Urban,Science,0.66,0.55,0.03,0.44,0.64,0.39,0.91,Acts of Service,0.39,61.5,0,64
68933,45,2,Urban,Finance,0.77,0.4,0.94,0.84,0.62,0.19,0.55,Receiving Gifts,0.77,55,3,Suburban,Tech,0.42,0.46,0.79,0.18,0.39,0.04,0.42,Physical Touch,0.74,60.5,0,58
68934,29,2,Urban,Healthcare,0.12,0.38,0.28,0.28,0.28,0.48,0.6,Receiving Gifts,0.46,51,2,Urban,Healthcare,0.41,0.79,0.33,0.69,0.09,0.48,0.56,Acts of Service,0.54,68.6,1,97
68935,38,4,Urban,Healthcare,0.75,0.41,0.38,0.91,0.27,0.54,0.45,Physical Touch,0.69,33,2,Suburban,Healthcare,0.42,0.1,0.4,0.76,0.5,0.64,0.56,Physical Touch,0.51,70.7,1,73
68936,49,3,Rural,Creative Arts,0.46,0.32,0.8,0.33,0.62,0.48,0.32,Quality Time,0.35,47,3,Urban,Creative Arts,0.47,0.43,0.04,0.42,0.42,0.61,0.6,Acts of Service,0.54,69.8,1,66
68937,42,1,Rural,Science,0.51,0.76,0.92,0.83,0.17,0.63,0.69,Physical Touch,0.69,47,1,Urban,Law,0.26,0.04,0.52,0.22,0.6,0.5,0.33,Acts of Service,0.24,42.8,0,0
68938,31,3,Urban,Tech,0.43,0.57,0.58,0.78,0.53,0.42,0.24,Physical Touch,0.83,22,4,Urban,Healthcare,0.6,0.64,0.68,0.71,0.49,0.62,0.41,Receiving Gifts,0.52,56.3,0,38
68939,52,3,Rural,Engineering,0.3,0.28,0.51,0.86,0.84,0.24,0.01,Quality Time,0.79,34,3,Rural,Education,0.36,0.43,0.7,0.5,0.86,0.99,0.13,Physical Touch,0.42,67.9,1,120
68940,26,3,Suburban,Entrepreneurship,0.15,0.45,0.32,0.72,0.33,0.46,0.36,Physical Touch,0.5,40,3,Rural,Law,0.78,0.19,0.74,0.93,0.45,0.05,0.29,Physical Touch,0.7,62.1,0,57
68941,47,5,Urban,Marketing,0.56,0.61,0.22,0.57,0.31,0.83,0.53,Acts of Service,0.71,53,3,Urban,Finance,0.7,0.61,0.74,0.14,0.59,0.4,0.75,Acts of Service,0.43,67.3,1,67
68942,46,4,Suburban,Tech,0.43,0.93,0.76,0.44,0.36,0.61,0.95,Acts of Service,0.79,21,5,Urban,Education,0.53,0.75,0.78,0.57,0.18,0.62,0.39,Quality Time,0.35,55.3,0,59
68943,48,4,Urban,Entrepreneurship,0.72,0.17,0.27,0.17,0.27,0.1,0.97,Acts of Service,0.41,22,5,Urban,Law,0.67,0.58,0.47,0.14,0.58,0.28,0.39,Words of Affirmation,0.57,69.8,1,93
68944,31,2,Rural,Creative Arts,0.5,0.33,0.75,0.2,0.47,0.51,0.46,Words of Affirmation,0.35,43,1,Rural,Healthcare,0.62,0.41,0.56,0.52,0.53,0.45,0.35,Acts of Service,0.43,90.5,1,93
68945,34,5,Suburban,Marketing,0.56,0.52,0.46,0.36,0.82,0.87,0.25,Quality Time,0.42,23,3,Urban,Marketing,0.55,0.39,0.19,0.34,0.26,0.5,0.41,Acts of Service,0.81,75.3,1,51
68946,42,3,Urban,Engineering,0.79,0.37,0.68,0.36,0.67,0.34,0.18,Quality Time,0.63,32,4,Urban,Engineering,0.71,0.24,0.31,0.76,0.81,0.75,0.4,Receiving Gifts,0.46,71.7,1,92
68947,54,3,Suburban,Healthcare,0.61,0.11,0.9,0.27,0.49,0.06,0.53,Quality Time,0.55,53,5,Suburban,Engineering,0.79,0.13,0.06,0.04,0.67,0.55,0.65,Words of Affirmation,0.57,55.7,0,77
68948,44,1,Urban,Healthcare,0.46,0.42,0.87,0.81,0.74,0.39,0.06,Acts of Service,0.87,40,3,Urban,Creative Arts,0.41,0.62,0.42,0.43,0.73,0.42,0.68,Physical Touch,0.22,67.9,1,52
68949,35,3,Suburban,Law,0.48,0.49,0.69,0.74,0.62,0.48,0.3,Physical Touch,0.58,47,1,Urban,Tech,0.39,0.1,0.48,0.57,0.54,0.16,0.97,Quality Time,0.6,70.7,1,67
68950,46,5,Urban,Finance,0.66,0.26,0.59,0.48,0.69,0.69,0.49,Acts of Service,0.54,52,5,Urban,Healthcare,0.45,0.42,0.55,0.62,0.26,0.66,0.63,Acts of Service,0.41,76.8,1,88
68951,35,2,Urban,Tech,0.44,0.27,0.77,0.41,0.33,0.13,0.38,Acts of Service,0.18,25,3,Urban,Finance,0.56,0.75,0.65,0.79,0.66,0.4,0.69,Quality Time,0.32,62.2,0,42
68952,21,2,Urban,Engineering,0.5,0.86,0.68,0.31,0.43,0.72,0.7,Words of Affirmation,0.28,38,3,Urban,Creative Arts,0.43,0.23,0.8,0.65,0.68,0.64,0.77,Acts of Service,0.63,61.7,0,84
68953,37,2,Urban,Entrepreneurship,0.16,0.73,0.65,0.52,0.65,0.68,0.18,Receiving Gifts,0.51,51,1,Suburban,Entrepreneurship,0.62,0.33,0.18,0.58,0.87,0.87,0.77,Receiving Gifts,0.45,75.0,1,112
68954,18,2,Rural,Finance,0.31,0.19,0.92,0.16,0.17,0.86,0.51,Acts of Service,0.55,30,3,Rural,Education,0.45,0.32,0.53,0.31,0.28,0.16,0.53,Receiving Gifts,0.06,53.2,0,79
68955,41,4,Urban,Tech,0.78,0.77,0.71,0.13,0.66,0.64,0.23,Words of Affirmation,0.71,20,1,Urban,Entrepreneurship,0.65,0.45,0.54,0.57,0.73,0.44,0.52,Words of Affirmation,0.63,75.0,1,84
68956,41,4,Urban,Finance,0.53,0.72,0.67,0.76,0.82,0.47,0.43,Quality Time,0.55,52,2,Urban,Education,0.54,0.22,0.5,0.68,0.32,0.78,0.47,Receiving Gifts,0.8,63.2,0,85
68957,22,4,Urban,Marketing,0.38,0.39,0.72,0.89,0.57,0.28,0.32,Receiving Gifts,0.79,46,4,Suburban,Marketing,0.26,0.05,0.52,0.59,0.4,0.13,0.38,Receiving Gifts,0.17,77.0,1,99
68958,43,2,Suburban,Education,0.56,0.74,0.5,0.39,0.2,0.48,0.46,Words of Affirmation,0.33,34,4,Suburban,Creative Arts,0.56,0.51,0.42,0.54,0.8,0.33,0.25,Physical Touch,0.19,64.2,0,87
68959,35,3,Suburban,Education,0.4,0.86,0.26,0.3,0.2,0.52,0.94,Physical Touch,0.25,24,1,Rural,Education,0.7,0.85,0.41,0.87,0.6,0.62,0.95,Physical Touch,0.32,74.6,1,92
68960,53,3,Suburban,Tech,0.45,0.62,0.2,0.74,0.07,0.32,0.63,Acts of Service,0.4,47,2,Urban,Healthcare,0.38,0.73,0.65,0.32,0.21,0.64,0.36,Words of Affirmation,0.6,56.9,0,64
68961,18,3,Rural,Law,0.78,0.52,0.51,0.82,0.77,0.55,0.28,Physical Touch,0.51,30,3,Suburban,Engineering,0.53,0.71,0.84,0.62,0.91,0.21,0.17,Words of Affirmation,0.87,62.6,0,66
68962,27,3,Rural,Finance,0.74,0.19,0.54,0.32,0.41,0.81,0.41,Quality Time,0.25,19,2,Urban,Engineering,0.59,0.26,0.22,0.71,0.21,0.25,0.35,Quality Time,0.67,72.6,1,95
68963,34,3,Suburban,Engineering,0.32,0.64,0.22,0.56,0.71,0.32,0.0,Receiving Gifts,0.57,54,3,Urban,Finance,0.56,0.31,0.48,0.42,0.39,0.6,0.87,Physical Touch,0.64,39.8,0,36
68964,52,2,Urban,Education,0.37,0.89,0.57,0.05,0.55,0.7,0.73,Acts of Service,0.44,34,2,Rural,Law,0.37,0.35,0.67,0.31,0.4,0.57,0.82,Physical Touch,0.71,46.2,0,45
68965,21,5,Suburban,Tech,0.48,0.63,0.42,0.29,0.38,0.74,0.7,Acts of Service,0.15,50,3,Suburban,Education,0.67,0.55,0.62,0.69,0.18,0.33,0.57,Words of Affirmation,0.33,67.9,1,56
68966,44,3,Urban,Healthcare,0.54,0.12,0.37,0.28,0.51,0.44,0.28,Acts of Service,0.67,20,4,Urban,Healthcare,0.85,0.33,0.23,0.23,0.23,0.17,0.6,Physical Touch,0.28,64.6,0,94
68967,28,4,Suburban,Science,0.75,0.91,0.68,0.64,0.71,0.13,0.66,Quality Time,0.57,50,2,Rural,Marketing,0.21,0.65,0.45,0.78,0.43,0.08,0.2,Receiving Gifts,0.26,45.6,0,37
68968,20,2,Urban,Education,0.77,0.22,0.74,0.77,0.66,0.82,0.23,Physical Touch,0.15,31,4,Suburban,Tech,0.73,0.75,0.38,0.59,0.46,0.0,0.61,Quality Time,0.64,42.0,0,64
68969,45,3,Urban,Law,0.44,0.36,0.08,0.28,0.37,0.77,0.34,Words of Affirmation,0.49,27,4,Suburban,Creative Arts,0.79,0.38,0.86,0.85,0.94,0.42,0.2,Words of Affirmation,0.56,60.1,0,66
68970,28,2,Suburban,Law,0.31,0.84,0.71,0.46,0.73,0.48,0.7,Quality Time,0.07,36,4,Rural,Marketing,0.73,0.56,0.37,0.68,0.76,0.93,0.69,Words of Affirmation,0.13,47.8,0,8
