Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Effect: Impact to flight,Effect: Other,Location: Nearby if en route,Aircraft: Flight Number,FlightDate,Record ID,Effect: Indicated Damage,Location: Freeform en route,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Reported: Date,Wildlife: Size,Conditions: Sky,Wildlife: Species,When: Time (HHMM),When: Time of day,Pilot warned of birds or wildlife?,Cost: Aircraft time out of service (hours),Cost: Other (inflation adj),Cost: Repair (inflation adj),Cost: Total $,Miles from airport,Feet above ground,Number of human fatalities,Number of people injured,Speed (IAS) in knots
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,5/12/00 0:00,203263,No damage,ORD-EWR,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,FOUND BIRDSTRIKE ON RT WING JUST AFT OF DEFUELING VALVE PANEL. INSPCTD.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,5/12/00 0:00,201819,No damage,SJC-CID,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,INSPCTD.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,JOHN F KENNEDY INTL,Unknown,B-767-300,1,,,,,5/12/00 0:00,206571,No damage,,2,DELTA AIR LINES,New York,Approach,,TRUE,TRUE,ON ARRIVAL. (NOT SURE IF LDG OR APCH). BIRD INGESTED. MECHANICS REMOVED FEATHERS AND FLUSHED ENG CLEAN. BIRD ID BY CARLA DOVE @ SMITHSONIAN. N# REPTD BY GE IS 1602.,,Medium,,Northern harrier,1540,Day,,,0,0,0,,,,,
Airplane,BUFFALO-NIAGARA INTL,< 1000 ft,B-737-400,1,None,,,,5/12/00 0:00,201356,No damage,,2,US AIRWAYS*,New York,Approach,None,FALSE,FALSE,,5/12/00 0:00,Medium,Some Cloud,Unknown bird - medium,2205,Night,N,,0,0,0,,"1,000",,,144
Airplane,LOGAN INTL,< 1000 ft,A-320,1,None,,,,5/12/00 0:00,200851,No damage,,2,US AIRWAYS*,Massachusetts,Climb,None,FALSE,FALSE,"INSPN. (DATA ENTRY NOTE: N# LISTED AS 103UW, THERE IS NO SUCH #, ASSUME 103US)",5/12/00 0:00,Medium,No Cloud,Unknown bird - medium,717,Day,Y,,0,0,0,,"1,000",,,160
Airplane,HARRISBURG INTL,> 1000 ft,B-737-300,1,None,,,,5/12/00 0:00,204556,No damage,,2,DELTA AIR LINES,Pennsylvania,Approach,None,FALSE,FALSE,"ON RT DOGLEG TO FINAL, 1 BIRD HIS NOSE CONE UNDER RADOME COPILOT SIDE. SOON AFTER WE SAW A FLOCK OF BIRDS GO BY RT WING. NO ENG FLUX NOTED. LNADED UNEVENTFULLY/. REPTD FLOCK TO TWR & HAD MAINT INSPCT FOR DMG. FLT CONTD TO ABE.",5/14/00 0:00,Small,No Cloud,Unknown bird - small,2310,Night,N,,0,0,0,,"2,900",,,230
Airplane,LAGUARDIA NY,> 1000 ft,MD-80,1,None,,,,5/12/00 0:00,205985,No damage,,2,AMERICAN AIRLINES,New York,,,FALSE,FALSE,CAPT REPTD PHASE AS ENRT BUT THAT ISN'T RIGHT AT 4000FT AGL.,5/15/00 0:00,Medium,Some Cloud,Unknown bird - medium,,,N,,0,0,0,,"4,000",,,210
,METRO OAKLAND INTL,< 1000 ft,EXPERIMENTAL,1,None,,,,5/12/00 0:00,204400,Caused damage,,,PRIVATELY OWNED,California,Climb,None,FALSE,FALSE,A/C = PITTS SPECIAL,5/15/00 0:00,,Some Cloud,Gulls,1700,Day,,,0,0,0,,10,,,
,COLORADO SPRINGS MUNICIPAL,< 1000 ft,UNKNOWN,1,Aborted Take-off,,,,5/12/00 0:00,3922,No damage,,,MILITARY,Colorado,Take-off run,,TRUE,TRUE,"LJ35 aircraft
struck 2 birds on takeoff roll at about 110 kias. Aborted t//o and found bird remains on nose gear. Lower antenna, and right wing leading edge.",5/16/00 10:51,Small,,Horned lark,845,Day,,,0,0,0,0,0,,,110
Airplane,COLORADO SPRINGS MUNICIPAL,< 1000 ft,C-21A,1,None,,,,5/12/00 0:00,1821,No damage,,,MILITARY,Colorado,Take-off run,None,FALSE,FALSE,"Struck two birds on takeoff roll at about 110 KIAS. Aborted takeoff and found the fleshy bird remains on the nose gear, lower antenna and right wing leading edge. No damage to the aircraft reported.",5/17/00 11:50,Medium,No Clouds,Unknown bird or bat,845,Day,,0,0,0,0,0,0,,,110
Airplane,JOSE MARTI INTL,< 1000 ft,B-767-200,1,,,,,5/13/00 0:00,200796,No damage,,2,UNITED AIRLINES,N/A,Take-off run,,FALSE,FALSE,BIRD HIT RHS FUSELAGE NEAR F/O'S LWR PART OF WINDOW. ARPT IS IN CUBA,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-727-200,1,,,,,5/13/00 0:00,202605,No damage,,3,UNITED AIRLINES,DC,Landing Roll,,FALSE,FALSE,CREW REPTD STRIKE ON #6 KRUGER FLAP. INSPN. STRIKE OCCURRED AT 8000' REMAINING,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,5/13/00 0:00,202463,No damage,DEN-MIA,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT F/O WINDSHLD. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,NEWARK LIBERTY INTL ARPT,Unknown,B-757-200,1,,,,,5/13/00 0:00,202003,No damage,,2,UNITED AIRLINES,New Jersey,Approach,,FALSE,FALSE,BIRD STRIKE ON LWR RT SIDE OF A/C ON FINAL.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,135
,JOHN F KENNEDY INTL,Unknown,UNKNOWN,1,,,,,5/13/00 0:00,201093,No damage,,,UNKNOWN,New York,,,TRUE,FALSE,FOUND CARCASS S OF CENTERLINE @ N-MB 9GRASS ON S SHOULDER). STRIKE NOT REPTD.,,Medium,,Herring gull,,,,,0,0,0,0,,,,
Airplane,STEWART INTL AIRPORT,< 1000 ft,FOKKER F100,2 to 10,None,,,,5/13/00 0:00,200785,No damage,,2,AMERICAN AIRLINES,New York,Climb,None,FALSE,FALSE,APPROX 5 BIRDS KILLED. FLT 1687.,5/13/00 0:00,Medium,Some Cloud,Herring gull,,Day,N,,0,0,0,,50,,,160
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-727,1,None,,,,5/14/00 0:00,201171,No damage,,3,ATA AIRLINES,Colorado,Approach,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,1005,Day,N,,0,0,0,,10,,,140
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,BA-41 JETSTR,1,None,,,,5/14/00 0:00,200241,No damage,,2,ATLANTIC COAST AIRLINES,DC,Approach,None,FALSE,FALSE,SML EVIDENCE OF BIRD REMAINS ON LE L WING,,Small,No Cloud,Unknown bird - small,,Day,Y,,0,0,0,,500,,,130
Airplane,MIAMI INTL,> 1000 ft,MD-82,1,None,,,,5/14/00 0:00,203231,No damage,,2,AMERICAN AIRLINES,Florida,Climb,None,FALSE,FALSE,,,Small,Some Cloud,Unknown bird - small,,Day,N,,0,0,0,,"4,000",,,230
Airplane,CORPUS CHRISTI INTL ARPT,< 1000 ft,ATR-72,1,Aborted Take-off,,,858,5/14/00 0:00,201170,No damage,,2,AMERICAN EAGLE AIRLINES,Texas,Take-off run,,FALSE,FALSE,FLT 858 RETD TO GATE AND FLT CHANGED A/C. DEPTD AT 1340Z.,,Medium,,Unknown bird - medium,,Day,,,0,0,0,0,0,,,
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-300,1,,,,,5/14/00 0:00,203354,No damage,,2,UNITED AIRLINES,Colorado,Landing Roll,,FALSE,FALSE,INSPN,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-737-300,1,,,,,5/14/00 0:00,205518,No damage,,2,UNITED AIRLINES,Colorado,Take-off run,,FALSE,FALSE,AT ROTATION A SML BIRD CAME ACROS RWY FROM L. HIT FWD LWR FUSELAGE. INSPN.,,Small,,Unknown bird - small,,,,,0,0,0,0,0,,,
Airplane,LOGAN INTL,< 1000 ft,SAAB-340,1,None,,,,5/14/00 0:00,200029,No damage,,2,BUSINESS EXPRESS,Massachusetts,Approach,None,FALSE,FALSE,FLT 4789. ADVISORY FOR HEAVY BIRD ACTIVITY. BRIEFLY SAW BIRD THEN FELT A THUMP ON HTE NOSE. SAW IMPACT POINT O LHS RADOME. CLEANED & INSPCTD AIRFRAME & ENGS.,,Small,No Cloud,European starling,,Day,Y,,0,0,0,,30,,,115
Airplane,MIAMI INTL,> 1000 ft,A-320,1,,,,,5/14/00 0:00,203180,No damage,,2,UNITED AIRLINES,Florida,Climb,,FALSE,FALSE,BIRD STRIKE ON DEPTR. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,"2,500",,,220
Airplane,BOISE AIR TERMINAL/GOWEN FIELD,> 1000 ft,B-727-200,1,,,,,5/14/00 0:00,200839,No damage,,3,UNITED AIRLINES,Idaho,Climb,,FALSE,FALSE,INSPCTD #3 ENG INLET. CLEANED REMAINS FROM F/O WINDOW.,,Small,,Unknown bird - small,,,,,0,0,0,,"1,800",,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,5/14/00 0:00,202004,No damage,BTV-ORD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,EVIDENCE OF BIRD STIRKE ON LE OF RT WING OTBD SLAT,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,5/14/00 0:00,201447,No damage,DEN-PHL,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,EVIDENCE OF BIRD STRIKE JUST AFT OF RADOME. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,WILL ROGERS WORLD ARPT,Unknown,UNKNOWN,1,,,,,5/14/00 0:00,202437,No damage,,,UNKNOWN,Oklahoma,,,TRUE,FALSE,RWY 13 @ TWY A FOUND AT 0030.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,,,,
Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,FOKKER F100,1,None,,,,5/14/00 0:00,201618,No damage,,2,AMERICAN AIRLINES,New York,Approach,None,FALSE,FALSE,"NO BIRDS FOUND. (DATA ENTRY NOTE: PILOT REPTD SPARROW, BUT ARPT SUPV REPTD BLACK BIRD; SUPV ALSO SAID 20 FT AGL)",5/14/00 0:00,Small,No Cloud,Unknown bird - small,1605,Day,N,,0,0,0,,100,,,140
Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,B-717-200,1,Precautionary Landing,,,,5/14/00 0:00,201047,Caused damage,25 MI SW MSP,2,TRANS WORLD AIRLINES,Minnesota,Climb,None,FALSE,FALSE,POSSIBLE DMG TO L ENG. FLT 415 HAD BIRD INGESTION. BROUGHT ENG TO IDLE & RETD TO MSP. NO DMG REPTD. LATER REPT FROM ENG MANU INDICATED DMG BUT NO DETAILS.,5/15/00 0:00,Large,No Cloud,Canada goose,1530,Day,N,,0,0,0,25,"8,300",,,250
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,B-757-200,1,,,,,5/15/00 0:00,200821,No damage,,2,NORTHWEST AIRLINES,DC,Climb,,FALSE,FALSE,HIT F/O WINDSCREEN. CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,"1,000",,,
Airplane,DENVER INTL AIRPORT,< 1000 ft,B-757-200,1,,,,,5/15/00 0:00,201782,No damage,,2,UNITED AIRLINES,Colorado,Landing Roll,,FALSE,FALSE,CLEANED R SLIDING WINDOW. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,A-320,1,,,,,5/15/00 0:00,203402,No damage,BOS-JFK,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,CLEANED REMNANTS OF BIRD ON FUSELAGE BTWN RADOME & F/O WINDOW.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,DENVER INTL AIRPORT,Unknown,B-727-200,1,,,,,5/15/00 0:00,202685,No damage,,3,UNITED AIRLINES,Colorado,Approach,,FALSE,FALSE,BIRD IHT UPPER CORNER OF R SLIDING WINDOW. FINAL APCH.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,5/15/00 0:00,201951,No damage,DEN-EWR,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT 1L WINDOW. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,201287,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FRESH KILL FOUND ON INFIELD W OF E-5 INTRSN,,Medium,,American coot,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,203155,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,DEAD AT LEAST 1 WEEK. FOUND ON INFLD AT E-6 INTRSN,,Small,,Mourning dove,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,205516,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,DEAD OVER 1 WEEK. FOUND ON INFLD AT E-9,,Small,,Rock pigeon,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,202390,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,CARCASS (DEAD UP TO 1 WEEK) FOUND ON INFIELD E OF B-7 INTRSN,,Small,,Great-tailed grackle,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,203823,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FRESH KILL FOUND ON INFIELD W OF B-11 INTRSN,,Small,,Mourning dove,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,203894,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FRESH KILL FOUND ON RWY 8L/26R,,Small,,Mourning dove,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,204672,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FRESH KILL FOUND ON INFLD E OF B-3 INTRSN,,Small,,White-throated swift,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,203625,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FRESH KILL FOUND ON INFLD W OF B-7 INTRSN,,Small,,White-throated swift,,,,,0,0,0,0,,,,
Airplane,SPIRIT OF ST LOUIS,> 1000 ft,C-560,1,None,,,,5/15/00 0:00,201472,Caused damage,,2,EXECUTIVE JET AVIATION,Missouri,Approach,None,FALSE,FALSE,,,Medium,No Cloud,Unknown bird - medium,1130,Day,N,28,0,0,0,,"4,000",,,230
Airplane,LOS ANGELES INTL,< 1000 ft,SAAB-340,2 to 10,Aborted Take-off,,,,5/15/00 0:00,201283,Caused damage,,2,AMERICAN EAGLE AIRLINES,California,Take-off run,None,FALSE,FALSE,"FLT 103. BIRD STRUCK NOSE CONE, BLOOD OVER WINDSHLD. OTHER BIRD WAS INGESTED. ENG RAN BOUT 50 DEGREES HOTTER. FLT TO SAN WAS CANCELLED. ENG WAS CHANGED FOR FOD CONTAMINATION. (ENG MANU REPTS NO FAN BLADE DMG)",,Small,Some Cloud,Rock pigeon,1250,Day,N,72,"133,637","668,183","801,820",0,0,,,100
Airplane,UNKNOWN,Unknown,C-650,1,,,,,5/15/00 0:00,212009,Caused damage,,2,BUSINESS,N/A,,,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 1. BIRD HIT RHS RADOME REPLACED.",,Medium,,Unknown bird - medium,,,,197,0,"18,164","18,164",,,,,
Airplane,MIAMI INTL,< 1000 ft,B-737-400,1,None,,,,5/15/00 0:00,200123,No damage,2 MI ILS,2,US AIRWAYS*,Florida,Approach,None,FALSE,FALSE,CAPT REPTD AFTER T/D SHUT ENG DOWN.,5/15/00 0:00,Medium,No Cloud,Unknown bird - medium,1202,Day,N,,0,0,0,2,"1,000",,,200
Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,EMB-145,1,None,,,,5/15/00 0:00,201227,No damage,,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Take-off run,None,FALSE,FALSE,"NOTAM WARNING. COEX OPS REPTD POSSIBLE BIRD STRIKE. FOUND SPARROW ON RWY. ATER LDG IN MEM, A/C INSPCTD, FOUND NO DMG.",5/15/00 0:00,,Some Cloud,Sparrows,1945,Day,Y,,0,0,0,0,0,,,
Airplane,MEMPHIS INTL,> 1000 ft,AVRO RJ 85,1,None,,,,5/15/00 0:00,203600,No damage,,4,MESABA AIRLINES,Tennessee,Approach,None,FALSE,FALSE,"OTHER PART STRUCK = PYLON RESIDUAL STRIKES, NO DMG.",5/15/00 0:00,Small,Overcast,Unknown bird - small,,Day,,,0,0,0,,"1,500",,,230
Airplane,TWEED-NEW HAVEN ARPT,Unknown,DHC8 DASH 8,1,None,,,,5/15/00 0:00,200235,No damage,,2,PIEDMONT AIRLINES,Connecticut,Approach,None,FALSE,FALSE,FLT 3112,5/15/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Night,N,,0,0,0,,,,,
Airplane,MELBOURNE INTL,Unknown,PA-34 SENECA,1,None,,,,5/15/00 0:00,204297,No damage,,2,BUSINESS,Florida,Approach,None,FALSE,FALSE,1 MILE FINAL,5/15/00 0:00,Small,Some Cloud,Unknown bird - small,,Day,N,,0,0,0,,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,201140,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,BLACKTAIL JACKRABBIT (DEAD UP TO 1 WEEK) FOUND ON INFLD AT E-5 INTRSN,5/15/00 0:00,Large,,Black-tailed jackrabbit,,,,,0,0,0,0,,,,
,RICHMOND INTL,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,201367,No damage,,,UNKNOWN,Virginia,,,TRUE,FALSE,"FOUND DURING DAY, HEAD SEVERED ON TWY C @ RWY 2/20",5/15/00 0:00,Small,,European starling,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,202341,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,"CARCASS, DEAD OVER 1 WEEK, FOUND ON INFLD AT E-9.",5/15/00 0:00,Small,,Mourning dove,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,201368,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FRESH KILL REMOVED FROM INFIELD AT E-3 INTRSN.,5/15/00 0:00,Small,,White-throated swift,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,204795,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FRESH KILL FOUND ON INFLD W OF B-8 INTRSN,5/15/00 0:00,Small,,Inca dove,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,201594,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,FRESH KILL FOUND ON INFIELD W OF B-3 INTRSN,5/15/00 0:00,Small,,Mourning dove,,,,,0,0,0,0,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,5/15/00 0:00,200973,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,"FRESH KILL,= FOUND ON INFLD W OF B-9 INTRSN",5/15/00 0:00,Small,,Mourning dove,,,,,0,0,0,0,,,,
Airplane,UNKNOWN,Unknown,B-737-400,1,None,,,,5/15/00 0:00,201507,Caused damage,,2,US AIRWAYS*,N/A,,None,FALSE,FALSE,DENT FOUND ON #2 ENG COWL ON WALK AROUND INSPN.,5/15/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Day,,,0,0,0,,,,,
Airplane,CHICAGO O'HARE INTL ARPT,> 1000 ft,MD-82,1,None,,,,5/15/00 0:00,203996,No damage,2 MI OUT,2,AMERICAN AIRLINES,Illinois,Climb,None,FALSE,FALSE,HEARD BIRD,5/16/00 0:00,Medium,Some Cloud,Unknown bird - medium,2230,Night,,,0,0,0,2,"1,500",,,250
Airplane,LINCOLN MUNICIPAL,Unknown,RC-135U,2 to 10,None,,,,5/15/00 0:00,3923,No damage,,,MILITARY,Nebraska,Approach,None,FALSE,FALSE,no remains,6/15/00 11:48,Medium,No Clouds,Unknown bird or bat,,Night,,,0,0,0,,,,,
Airplane,KANSAS CITY INTL,> 1000 ft,B-737-300,1,,,,,5/16/00 0:00,205726,No damage,50 MI S OF MCI,2,DELTA AIR LINES,Missouri,Descent,None,FALSE,FALSE,BIRD SEEN 2 SECS BEFORE IMPACT. BROWN DOT THAT GOT BIGGER REAL QUICK. HIT ABOVE F/O FRONT WINDSHLD. FOUND BRN/RED STREAK AFTER LDG. MECH INSPCTD.,,Large,No Cloud,Unknown bird - large,,Day,N,,0,0,0,50,"16,000",,,300
Airplane,INDIANAPOLIS INTL,> 1000 ft,B-727-200,1,None,,,,5/16/00 0:00,206094,No damage,,3,FEDEX EXPRESS,Indiana,Approach,None,FALSE,FALSE,BIRD HIT LWR SIDE OF A/C.,,Small,Some Cloud,Unknown bird - small,2350,Night,N,,0,0,0,,"1,900",,,200
Airplane,BRADLEY INTL,< 1000 ft,A-319,1,,,,,5/16/00 0:00,201893,No damage,,2,UNITED AIRLINES,Connecticut,Landing Roll,,FALSE,FALSE,INGESTED BIRD. REMNANTS ENTERED CORE. NO DEFECTS NOTED. CLEANED DEBRIS.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,None,,,,5/16/00 0:00,206660,No damage,,2,AMERICA WEST AIRLINES,New York,Climb,None,FALSE,FALSE,FLT 824,,Medium,No Cloud,Herring gull,955,Day,,,0,0,0,,150,,,170
Airplane,THEODORE FRANCIS GREEN STATE,< 1000 ft,B-737-400,1,None,,,,5/16/00 0:00,203406,No damage,,2,US AIRWAYS*,Rhode Island,Approach,None,FALSE,FALSE,"FLT 343. BIRD DROPPED FISH, LEFT SCENE AND FISH HIT LWR RHS OF RADOME. OTHER REPT JUST SHOWS OSPREY WAS STRUCK. TWO CONFLICTING REPORTS. ONE INDICATES OSPREY WAS STRUCK AND OTHER THAT A FISH WAS STRUCK AFTER BEING DROPPED BY THE OSPREY)",,Large,Some Cloud,Osprey,1407,Day,N,,0,0,0,,10,,,140
Airplane,UNKNOWN,< 1000 ft,C-172,1,None,,,,5/16/00 0:00,200976,No damage,,1,BUSINESS,N/A,Approach,None,FALSE,FALSE,ARPT LISTED AT 28J (COULD NOT FIND THIS ONE).  MAINT INSPCTD ON ARRIVAL AT DAB.,,Medium,No Cloud,Unknown bird - medium,1900,Day,N,,0,0,0,,200,,,65
Airplane,MINNEAPOLIS-ST PAUL INTL,< 1000 ft,A-320,1,None,,,,5/16/00 0:00,202486,No damage,,2,NORTHWEST AIRLINES,Minnesota,Approach,None,FALSE,FALSE,FLT 98,,Small,Some Cloud,Unknown bird - small,2153,Night,N,,0,0,0,,"1,000",,,130
Airplane,UNKNOWN,Unknown,A-320,1,,,,,5/16/00 0:00,210902,No damage,DEN-LGA,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT F/O WINDOW. CLEANED & INSPCTD.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,5/16/00 0:00,205050,No damage,DEN-TUL,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,CREW FOUND EVIDENCE OF BIRD STRIKE ON L WING.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,5/16/00 0:00,207134,No damage,IAD-ORD,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,FOUND EVIDENCE OF BIRDSTRIKE ON WALK AROUND. 5 FT OUTBD OF WING ROOT. RHS.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,5/16/00 0:00,202951,No damage,ORD-CLE,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT ABOVE CAPTS WINDSHLD. ORD-CLE,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,LOGAN INTL,Unknown,B-737-500,1,,,,,5/16/00 0:00,202747,No damage,,2,UNITED AIRLINES,Massachusetts,Approach,,FALSE,FALSE,LHS NOSE CONE. ON SHORT FINAL. INSPCTD.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,140
Airplane,CHICAGO O'HARE INTL ARPT,Unknown,A-320,1,None,,,,5/16/00 0:00,202021,No damage,,2,UNITED AIRLINES,Illinois,,,TRUE,TRUE,INSPCTD. BIRD ID BY SMITHSONIAN. NORTHERN MOCKINGBIRD.,,Small,Overcast,Northern mockingbird,1200,Day,,,0,0,0,,,,,
Airplane,LAGUARDIA NY,< 1000 ft,CL-RJ100/200,1,None,,,,5/16/00 0:00,207226,No damage,,2,COMAIR AIRLINES,New York,Approach,None,FALSE,FALSE,LRG SWALLOW OR SML PIGEON. WINDSHLD CLEANED & INSPCTD. TIME OUT OF SVC 1/2 HR.,5/16/00 0:00,Medium,No Cloud,Unknown bird - medium,827,Day,N,1,0,200,200,,50,,,127
Airplane,KAPALUA ARPT,< 1000 ft,DHC8 DASH 8,1,None,,,,5/16/00 0:00,201065,No damage,,2,ALOHA AIRLINES,Hawaii,Landing Roll,None,FALSE,FALSE,,5/16/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Day,N,2,0,0,0,0,0,,,80
Airplane,PALM SPRINGS INTL,< 1000 ft,MD-80,1,None,,,,5/16/00 0:00,203914,No damage,,2,AMERICAN AIRLINES,California,Approach,None,FALSE,FALSE,FLT 763. BIRD IHT LHS NOSE ABOUT 4' FROM TIP.,5/16/00 0:00,Small,No Cloud,Common nighthawk,2015,Dusk,N,,0,0,0,,3,,,135
Airplane,PORTLAND INTL (OR),< 1000 ft,FOKKER F28 MK 4000,1,None,,,,5/16/00 0:00,201941,No damage,,2,HORIZON AIR,Oregon,Approach,None,FALSE,FALSE,BIRD HIT ABOVE CAPT WINDOW. REMAINS ON SKYLIGHT WINDOW. TIME OUT OF SVC 30 MINS.,5/16/00 0:00,Small,Some Cloud,Unknown bird - small,,Day,N,1,0,0,0,,"1,000",,,125
Airplane,BURKE LAKEFRONT,< 1000 ft,BE-100 KING,1,None,,,,5/16/00 0:00,201699,No damage,,2,BUSINESS,Ohio,Landing Roll,None,FALSE,FALSE,,5/16/00 0:00,Medium,Overcast,Herring gull,925,Day,Y,,0,0,0,0,0,,,
Airplane,RONALD REAGAN WASHINGTON NATL,< 1000 ft,CL-RJ100/200,1,None,,,,5/16/00 0:00,204963,No damage,,2,AIR CANADA,DC,Approach,None,FALSE,FALSE,FLT 396,5/16/00 0:00,Small,Some Cloud,Unknown bird - small,,Day,Y,,0,0,0,,900,,,150
